274.9209,272.9508,274.6547,272.771,272.498,272.688,274.9437,274.8672,272.875,273.6461,271.1776,268.2533,274.6195,270.5945,272.3713,272.279,270.366,273.2035,269.0235,268.2855,270.7537,272.8159,272.5249,269.8041,267.1743,270.9688,271.8854,272.463,272.5495,272.388,270.5055,272.358,273.3967,272.0818,268.8851,269.1289,272.2893,272.0775,274.0561,274.6003,272.6288,273.3973,268.1626,269.993,273.4669,270.7912,272.6863,272.6737,272.8274,275.1228,276.4013,273.2526,274.8791,272.8833,272.5869,272.5635,272.7757,274.6547,272.9312,274.8415,272.7706,272.5992,272.7118,272.8448
272.9548,272.4182,272.2018,273.0102,274.6085,274.5416,272.9363,272.7288,272.3547,271.3466,268.7194,271.3326,272.9435,272.3338,272.268,272.2828,272.0345,272.4318,269.6505,268.8473,273.1507,275.1917,273.827,271.8728,270.1509,268.6209,272.7176,270.9521,272.3367,272.7789,271.5817,268.9198,267.8925,264.8006,262.7294,264.0667,266.6449,269.2248,271.9088,271.5329,273.4093,270.459,271.3723,270.1485,271.8969,272.3744,274.5489,272.7034,272.2491,274.3944,273.2206,272.8964,272.9618,274.581,272.801,272.4029,272.0492,272.6712,272.6957,273.1898,272.8289,272.7777,274.5187,273.4272
274.5329,271.4015,272.204,272.5894,275.0638,272.8141,272.576,271.226,270.9911,270.5113,272.4643,270.7073,273.6651,272.3059,273.1517,273.7012,271.4632,273.0479,270.3795,269.7717,272.8614,274.6741,272.8579,271.3486,269.0134,270.9247,272.7074,272.3307,273.6648,270.3893,265.8088,261.8722,254.7949,250.2134,248.4811,252.8389,257.4868,266.0973,269.8702,272.7456,272.2613,272.015,273.1997,271.9257,272.2623,272.4101,272.6768,272.5809,272.1604,272.5899,272.431,271.0399,272.8282,274.9768,272.6147,274.1977,272.6014,272.6422,274.0998,272.6932,272.9103,272.4591,274.4124,275.5671
273.2786,272.6382,270.7772,272.2387,272.6348,272.5583,274.1482,272.5853,273.6948,274.0117,273.7511,271.9365,271.4967,272.0515,270.9923,272.3286,273.9834,273.8328,272.7013,270.245,273.3628,272.5466,274.3524,273.133,273.2078,269.6386,273.1339,272.4016,272.2392,268.7541,260.2172,247.2943,234.3585,226.6183,224.2025,233.2399,247.3061,259.8975,266.4252,272.0917,272.9655,272.8976,271.6502,271.0612,273.5915,270.8257,272.4761,274.3516,274.4088,272.6563,271.9267,272.4019,272.3778,272.909,272.4738,272.5421,274.2385,272.5537,271.4679,272.1714,274.3616,275.2297,272.6933,273.0566
275.9532,271.8059,273.6989,273.8948,274.119,272.9348,274.6024,275.8163,273.3966,276.0176,274.5863,272.7215,272.4142,272.4376,273.721,272.196,272.6794,272.5382,271.7916,271.6024,272.1076,272.3039,274.3474,272.6142,271.1398,272.9289,271.5379,271.6677,271.7697,265.2735,251.2362,228.6687,212.8157,201.5435,201.7349,211.9438,233.6954,251.7546,265.2326,268.5378,269.7287,268.221,271.2635,272.2024,272.4915,272.3762,272.4056,274.6252,274.813,272.7531,272.5271,272.0689,272.6538,274.3631,272.4867,274.3309,272.6637,271.9523,272.5106,272.5226,272.9119,274.2581,272.9364,274.6588
273.759,272.8554,273.1846,272.2652,271.6102,274.0648,272.9825,275.4674,274.494,274.4178,273.0909,275.2162,274.2334,272.1487,272.5041,274.4327,274.3496,272.4796,271.7947,273.9111,272.2341,271.885,272.8292,273.912,271.5009,273.8288,273.986,271.7679,268.2173,257.7172,239.0593,215.3309,196.5935,191.1705,190.0005,199.899,222.1679,245.3253,258.1137,263.5119,261.706,269.3137,270.8696,272.2531,272.4863,274.2375,274.4277,273.1344,275.2419,272.9138,272.3347,272.5158,272.491,272.8328,274.4589,272.8807,274.3596,274.1977,272.8268,274.502,272.6102,271.9626,274.2372,274.7418
269.8334,270.4322,270.3423,270.805,273.6337,272.3874,272.6552,272.8551,273.0197,272.0367,274.2065,272.8127,272.6613,274.2327,275.2124,273.1174,272.7128,272.0729,272.2486,272.4117,274.1161,272.5538,274.3592,272.9425,272.1454,272.4446,272.427,270.0201,261.6608,251.0269,227.1607,204.5947,191.0139,185.6204,186.9152,194.7211,213.8925,237.2109,251.923,252.4427,264.7527,266.7793,269.6288,271.6065,272.01,272.3861,272.6824,272.8979,272.8658,272.8001,274.3927,273.0077,272.7085,272.6175,272.703,272.6577,272.6889,272.2995,274.395,274.3645,272.5997,272.4271,272.5976,274.4879
274.1322,273.0416,273.1431,271.4607,272.8708,274.5285,274.2896,274.3637,274.1607,272.5261,272.5094,274.2987,272.5039,272.726,273.0669,275.183,272.6525,272.4678,274.1433,272.2885,272.4871,274.3257,272.789,273.0241,275.1137,274.2677,272.1178,269.3617,263.3684,243.0154,223.5168,199.5456,187.4817,184.0756,184.4431,191.26,206.3253,222.1818,235.994,252.055,261.8485,267.8439,271.0142,272.4754,274.1628,274.205,272.6165,274.3862,272.9398,275.1211,273.2263,275.1942,272.3932,272.0983,272.5883,272.6125,271.6981,272.6166,272.708,272.7312,271.4383,272.3818,272.3447,272.7154
276.7833,273.3378,272.498,271.4045,272.8399,275.094,272.5101,272.1772,272.2138,274.248,272.6401,272.7662,274.524,274.4403,272.7846,272.8999,274.4689,272.4666,272.7464,274.321,272.6618,272.5017,272.4438,274.8181,272.8203,272.555,273.5718,272.1071,263.7502,248.34,221.3128,197.5234,187.6881,184.0465,185.5038,188.1616,196.7791,207.8779,223.2176,243.2409,254.6722,266.5291,270.5352,273.5653,274.4292,272.5332,274.1116,274.1335,272.3157,274.2459,273.2711,275.1752,273.0588,272.5598,272.6189,272.2754,274.1797,274.5443,274.428,272.581,272.5352,272.6094,274.1808,271.8889
275.2363,274.6013,272.3983,271.9091,272.8333,272.2503,272.7852,272.4741,272.6153,272.8676,274.5157,274.4688,273.227,272.8332,274.5307,272.702,274.5237,272.7204,272.7421,274.6534,272.6712,272.516,274.2017,272.2032,271.465,270.414,271.5237,270.7563,264.9628,249.0111,222.6388,198.9885,188.7719,185.6333,183.6967,186.4525,187.3728,195.3861,211.9216,234.1397,254.4763,263.5536,269.218,272.1816,274.4478,274.0592,271.7577,272.4612,272.5706,272.272,272.7122,273.0017,272.7538,271.4871,272.3756,272.6452,272.8248,274.4437,272.769,272.4698,271.9522,274.3005,273.3807,270.968
272.5093,274.4491,274.3626,274.0676,271.9956,274.0117,272.6078,272.3359,272.2112,275.3241,272.9533,272.7036,272.2293,274.3308,274.5353,272.6349,272.8633,274.5746,274.6717,274.6428,272.7507,272.5418,274.3768,272.636,272.7224,272.8866,268.1165,267.0199,263.3877,250.0635,225.8929,201.3481,189.2532,185.6734,184.4637,184.0636,184.5808,190.6708,206.3377,228.2628,252.2271,264.768,269.9193,272.2081,274.1302,272.2651,274.0519,272.6258,274.2815,272.7363,274.3882,272.7039,274.0644,272.5274,272.628,272.6462,272.1792,272.8192,272.5734,272.0239,273.8461,273.4917,272.4742,268.7462
274.6701,272.5059,272.6475,274.0625,271.4396,271.86,272.2166,272.346,274.1756,274.5378,274.6378,274.5414,272.758,272.3691,272.5575,274.4093,272.4936,272.8742,272.813,272.7369,272.7309,274.3532,274.6086,275.1555,272.7686,274.0179,270.1446,262.3164,254.5078,251.5514,230.092,209.6504,196.6528,191.6956,189.2686,187.6099,186.3088,188.3133,203.0721,228.7095,251.4613,264.6271,270.018,272.373,272.3567,272.7402,274.4514,272.5814,272.3419,272.5135,272.7132,272.3894,271.9374,272.4504,274.3499,272.8072,272.5114,274.426,272.6802,272.0625,272.4231,271.0417,269.9481,271.7185
272.8438,272.6515,272.5783,272.1152,272.7155,269.521,271.2022,273.6635,274.0211,272.3112,274.4211,274.5259,272.6376,272.5513,272.6517,272.7344,272.7583,272.7133,272.4518,274.4291,274.3724,272.3807,272.7451,272.8674,272.6123,272.4093,270.93,265.5892,263.2108,250.4182,244.701,227.8638,212.8751,204.5633,199.3706,194.1399,189.119,188.4853,201.8774,224.3078,245.4292,261.0329,269.2385,271.8998,274.247,275.1267,274.4291,273.0678,274.5522,272.9371,272.6024,272.6031,272.3719,272.5544,272.7586,272.6317,272.9946,274.4497,272.8908,272.716,272.5682,271.5648,272.6362,272.0531
274.0026,271.2847,271.4357,270.6738,269.4602,271.6957,271.0758,271.7162,271.5809,272.6027,272.1613,272.4579,274.411,274.5712,272.6676,271.7312,273.002,273.1517,273.0161,272.8803,272.535,272.5182,272.4647,272.4422,272.2814,271.9044,272.814,270.0688,267.5308,264.0315,256.6008,247.5211,235.3628,225.2347,215.8365,204.5246,191.5177,188.1797,199.0285,218.649,236.1393,255.6165,267.254,273.4456,272.8778,272.3853,272.4683,274.373,275.4832,272.9708,272.012,274.2027,272.6878,274.347,274.4248,272.4516,272.1453,273.0086,275.2789,272.6659,272.6393,273.7232,272.7488,269.3081
272.058,269.5659,270.9394,267.933,270.8828,273.2654,272.4792,273.9038,273.9204,272.2768,272.6725,272.1982,272.6444,274.5223,272.5829,272.4033,272.7289,275.4023,274.5875,272.7681,272.3368,272.6028,272.4809,271.6604,272.5111,272.5639,272.1796,271.631,272.4954,270.2095,267.0399,261.964,254.1531,246.4393,231.0248,208.7353,193.1815,187.8738,197.2647,218.4289,237.1431,258.035,267.5058,273.5382,272.784,274.0594,271.893,272.7092,273.0551,274.3775,272.4836,272.6216,272.568,272.4189,272.557,272.4957,272.697,274.2735,272.7693,274.2462,271.7827,271.9845,270.4148,272.2863
270.994,268.6427,266.1762,268.5236,270.9959,273.513,272.9671,274.315,272.1741,274.1376,272.1187,274.0874,272.5065,272.8059,272.6652,272.8712,274.6133,273.4197,273.0773,272.9167,272.6077,274.1344,272.5033,272.6614,274.4361,274.5548,274.1088,272.4536,272.192,270.9779,271.1928,268.6432,265.3502,255.5815,231.9077,209.3215,193.7706,189.1549,199.008,221.0179,245.7053,259.8369,268.758,271.9948,272.6738,272.1426,272.5427,272.6198,274.3826,272.8396,272.5494,272.1631,272.7654,274.362,272.5428,272.4617,272.1588,272.2861,272.3532,272.6767,272.1714,270.5352,273.4472,272.7271
270.7891,265.6314,267.2224,268.6774,270.1498,271.5092,274.9399,272.5989,272.5369,272.7123,272.3036,272.1439,272.6753,274.3925,272.59,274.4849,274.7982,275.5094,272.9725,272.7385,273.167,271.6885,272.9397,274.6703,274.8028,274.3832,272.5146,272.0366,270.6677,272.1688,272.269,271.8241,269.6791,259.4269,236.2079,214.3868,198.98,195.142,205.1174,227.6778,248.1846,261.7411,268.7735,273.1936,274.2265,272.4445,272.5926,272.5174,272.5937,272.5781,272.8284,274.4774,274.5258,274.6671,272.9787,272.8527,272.0456,272.5009,272.5635,272.1448,271.2091,272.2842,273.9443,274.4907
265.6735,266.8268,269.933,271.8802,273.1223,272.6337,272.1076,274.063,272.4366,274.3884,272.5767,272.6209,274.3591,272.6418,272.382,272.6789,272.7623,273.2743,275.0831,272.4194,272.8003,272.6838,273.1502,275.4722,272.9532,272.6514,272.1154,272.4453,273.8544,272.2609,270.9474,273.5892,271.0403,263.5633,249.3143,229.059,214.0994,210.9256,220.4152,235.5055,252.6208,262.498,268.9471,271.6915,274.2849,274.4002,272.7743,274.3146,272.4737,272.5104,274.4665,274.7306,272.8238,272.9851,275.3648,274.4398,272.1723,272.3923,272.5635,271.9856,271.3563,271.8799,272.0836,272.6663
271.2815,270.685,269.9307,273.239,272.4456,274.0027,271.5198,272.1866,272.5394,274.2862,272.5929,272.645,272.6165,272.6219,272.6553,272.612,272.2845,272.7159,273.0497,274.3741,272.9539,274.6425,273.0481,272.9993,274.3358,272.412,271.3881,272.3796,274.2758,272.4032,272.3488,273.7661,270.9369,268.1607,258.7729,247.4287,235.3401,234.4043,243.1095,251.4343,251.6615,263.6364,266.7143,271.1852,274.7942,272.9773,274.3524,272.72,272.6219,272.1438,272.7916,274.5327,272.8782,273.1212,273.1179,273.0285,272.6624,272.3971,271.7212,272.4942,273.7724,272.5179,272.4783,272.2447
274.5034,274.7114,273.3656,270.8773,272.2401,272.653,272.0205,272.2524,274.1522,272.2872,272.6084,274.3321,272.3084,272.66,274.4961,274.3777,272.6193,274.2232,272.3647,272.9124,272.8548,274.6252,272.778,272.683,272.7067,272.5322,274.0784,272.5817,272.5154,272.2273,274.1466,272.6214,272.2058,270.0154,267.0943,259.6202,251.4893,252.756,259.7795,261.7135,263.5734,261.3116,269.1758,272.3728,272.7453,272.632,272.718,274.3062,274.3444,272.6725,272.5959,272.6242,274.4269,272.853,275.1591,272.7472,272.9453,274.5305,272.2228,271.3809,272.0344,272.1014,272.6566,273.4897
273.1775,276.1516,274.2747,272.155,270.866,271.5159,273.9501,272.2931,274.3138,274.4131,272.9006,273.0228,274.429,272.8325,272.7091,272.6537,272.6823,272.4887,274.2628,272.9381,274.5069,272.9707,272.5893,272.6793,272.722,272.8021,274.7361,274.6554,272.9059,274.0234,272.6454,274.0853,271.7026,273.0702,269.9835,265.0585,264.2722,265.1234,264.5685,268.9269,269.5823,268.5182,269.3342,271.722,273.1576,274.9983,272.621,272.2858,272.559,272.5333,274.4036,272.7077,272.6958,272.9745,274.3515,272.6741,272.1788,274.6864,271.612,273.4868,273.6918,274.0286,274.4792,274.6093
272.8378,274.6174,274.4584,272.2324,273.7982,272.3766,272.3327,274.1704,272.6195,274.6328,272.9431,275.0749,273.0464,274.7679,274.5942,272.8703,274.5381,274.461,272.8401,272.0329,274.3188,274.7308,274.3743,272.4377,274.3516,274.7537,274.7803,275.4142,272.8586,271.5536,272.4353,274.2013,272.5306,272.2259,270.4029,271.6508,270.3775,269.9789,270.3718,270.2044,273.6261,273.727,271.8429,273.5508,273.251,275.2277,272.8629,272.6928,274.3484,272.5717,272.6321,272.7187,274.5078,272.8316,271.9317,272.4734,272.5428,272.1398,273.1724,270.5509,271.5157,271.8503,274.0823,272.9646
272.316,272.8185,273.0149,272.7187,274.3239,272.2465,272.2245,272.6139,272.7643,274.6402,272.8624,272.1259,274.4274,275.0087,274.4812,272.4873,274.438,272.7045,272.7848,272.6526,272.7114,272.9002,274.3507,272.3393,272.6331,274.5096,274.3752,272.5182,272.8097,272.6196,274.1262,272.7556,274.4052,273.9545,272.0415,273.6416,272.5091,273.7573,273.2322,271.6821,273.6525,272.4701,272.3552,271.9443,275.1761,273.1177,272.6624,272.3965,274.3211,272.4656,272.5452,272.682,272.7846,272.7062,272.5674,272.7045,274.2169,272.4399,273.196,270.0169,268.9035,271.2086,271.8432,271.6958
273.15,275.3467,274.7155,274.7733,274.5231,273.0383,274.3386,274.4114,274.7239,274.69,272.716,272.5743,272.7245,274.5229,272.8138,272.5808,272.7043,272.6877,272.829,272.8911,272.7678,272.7607,272.6925,272.3109,272.5554,272.3966,274.4043,274.2625,272.3867,274.3088,272.6377,274.3998,274.6477,272.6939,272.2388,271.7228,272.5265,272.544,272.2098,271.2914,271.9461,272.0335,272.4715,272.6148,274.1524,272.8627,274.5395,274.3962,272.8257,274.4822,274.6832,274.6794,272.9548,272.6958,274.4353,272.6648,272.4284,272.3819,273.6771,271.5313,271.9024,268.6248,270.5962,271.2353
273.1603,275.1356,273.0052,274.2483,272.6506,274.3766,272.5864,272.7103,274.3475,272.8525,274.501,272.7527,272.7112,272.5788,272.605,272.7664,274.2778,271.9229,272.6513,272.9333,274.5975,274.4682,274.5137,274.3955,272.7212,272.5237,272.5198,272.7832,274.3008,274.4948,274.3994,272.7318,272.8127,274.0126,271.3813,272.3112,274.2224,272.5628,272.1395,273.9456,272.5379,272.7332,274.2527,272.5493,271.64,272.5592,274.5361,272.8759,274.5438,275.0668,275.0254,275.8901,272.9366,272.5675,272.6939,272.6556,272.5685,272.6866,273.0893,271.8358,270.2782,271.7872,268.5705,268.7175
272.9677,272.8442,271.8091,271.904,272.3898,272.8016,274.3921,272.8494,272.1498,272.6029,272.9374,274.5544,272.7039,272.5127,274.4032,272.7728,274.3816,272.6301,272.9324,274.6867,273.0546,272.5325,272.8025,272.597,274.0655,271.2696,272.4284,272.5878,272.2359,272.8371,273.0535,272.7829,274.204,272.2492,272.6948,272.7931,272.657,272.4124,272.4012,273.0657,275.5938,274.55,272.7283,274.2571,272.6423,272.7301,274.6215,272.8347,272.8941,274.6771,273.193,274.8817,274.5092,272.6667,271.7523,272.7451,272.7427,272.6962,274.0648,271.5653,273.4221,272.5926,269.9267,272.1326
274.3889,273.799,272.1261,272.5654,272.454,271.937,274.9761,272.6942,272.6032,274.4582,274.5999,272.9086,272.7929,273.074,275.2627,272.812,272.8502,272.8077,274.5062,275.476,273.5897,274.6339,274.491,272.6154,272.2077,272.4406,272.2526,272.3377,271.7813,272.9438,275.1508,272.9382,272.3875,272.8303,275.0694,274.4109,274.1629,272.6255,272.3954,274.3495,274.7226,273.0364,274.6565,274.6936,274.6194,274.7853,275.0843,274.6445,272.7584,273.3065,273.5669,274.7932,272.8208,272.628,272.6583,272.6706,274.6425,274.6874,272.7666,271.9847,271.6566,272.2053,271.1063,272.7043
270.908,272.2856,274.1971,274.2379,272.109,272.5721,272.8073,274.311,272.6602,274.1176,272.7127,274.5393,274.5881,274.5581,274.3999,272.3784,272.8492,272.843,273.0525,272.93,275.7337,275.9553,272.896,272.645,272.4674,272.536,272.6475,274.2025,272.5278,272.8651,274.4754,272.9416,274.357,272.9482,272.934,272.7083,271.5538,272.1588,272.4372,272.3344,274.3798,272.7792,274.5652,272.6641,272.9417,274.8971,276.0296,273.3107,272.6802,274.6776,275.8492,274.6583,272.794,274.5556,274.5251,272.6842,274.7227,275.0709,274.5197,273.9921,272.1204,272.7549,274.1721,273.0074
272.6285,274.7072,272.9028,272.4757,272.4499,272.444,272.1906,272.584,272.5476,271.122,272.4704,272.6856,272.618,272.5027,272.6298,272.7986,272.8416,272.844,272.8823,273.1416,274.611,273.2072,274.475,272.5579,272.2862,272.6004,272.7141,272.724,272.2945,272.7719,272.7319,272.4399,272.9619,274.5488,272.7286,272.6417,272.6445,272.4984,272.8886,272.8648,272.8963,274.4355,272.9226,273.0824,274.696,273.2918,273.102,274.5782,272.7374,274.5806,273.1935,273.1657,274.5554,274.6425,272.8148,272.6827,273.2179,275.6093,272.9622,272.5796,271.9691,272.8615,275.1142,273.2719
272.7241,272.753,273.9728,272.4382,272.4935,272.4907,274.1599,274.4925,272.7059,272.4381,272.4101,272.3748,272.6152,274.3403,272.6916,272.8291,272.7293,274.4327,272.8605,272.8978,272.8075,272.7912,272.8,272.6904,272.4302,272.4075,274.4788,272.8155,274.5348,274.3097,272.7866,274.3438,275.268,272.9521,272.6719,274.231,272.792,274.6447,274.7049,275.0907,272.5186,272.5359,273.0723,275.384,274.7655,272.7997,272.7183,272.8513,272.8736,272.8769,274.6507,272.904,272.8358,272.7274,274.5208,272.798,274.4623,272.7007,272.9538,272.4822,272.3371,272.6676,272.5394,272.9666
272.6163,273.9593,271.2376,272.0477,272.4296,271.8076,272.5471,274.4296,272.587,272.382,272.5439,272.5602,272.4493,272.7281,272.5856,272.2928,272.5127,272.9387,272.9958,272.9536,274.5855,274.808,274.7922,274.2778,271.9318,272.4938,274.3354,272.7601,274.3605,272.5542,272.1905,274.3652,273.0531,272.2965,274.1487,272.3135,274.1721,274.7064,273.0842,273.0569,272.7591,274.3475,272.6121,272.7587,274.4552,272.6963,274.6546,274.7049,273.4306,273.4581,274.767,272.8179,272.9142,274.5607,272.9212,274.5203,272.5818,272.5641,272.5395,272.5107,272.0587,271.2108,270.9471,272.5085
272.7741,273.8758,272.076,271.3974,272.4918,274.0097,272.3863,272.5653,272.349,272.8123,274.1791,272.1961,272.147,272.7739,274.5544,274.4547,274.4932,273.1056,275.08,272.9471,272.825,274.5916,274.7086,273.0185,272.7461,272.7489,272.5427,272.115,272.6664,272.6156,272.7236,272.6916,272.6551,272.6552,272.7066,272.6395,272.1808,274.2998,272.8099,274.464,272.8177,272.7383,272.6936,272.6673,272.5104,272.7478,274.5751,273.6454,275.9089,275.6912,273.2245,274.7079,274.8219,274.6761,272.8033,274.4057,272.5699,272.4573,272.4946,272.4443,272.2654,271.8333,272.2248,270.5912
