333.2694,339.5479,344.7523,355.2583,362.7253,370.0117,376.3159,387.06,404.2216,419.7667,440.8235,454.9321,463.7533,474.9791,487.2684,494.6354,507.2487,519.9841,541.0898,554.1238,562.6788,568.5824,580.2274,608.8195,613.4867,619.5963,619.5963,620.3074,621.6497,619.843,619.6074,616.5056,581.2651,563.6641,551.7956,531.1265,513.0685,508.0872,496.4269,477.6643,455.5429,434.474,418.0745,393.1721,378.4928,357.9787,340.773,326.0216,315.107,306.3615,294.6638,286.4397,284.7284,282.0345,278.866,277.7429,277.5437,279.4833,273.1939,271.5162,273.7787,271.2611,267.9421,271.118,274.1984,272.5708,272.5993,273.6338,269.3275,272.1687,272.3511,267.1583,272.7445,274.5721,274.8845,274.4742,273.3546,268.4402,272.0543,273.6313,269.4218,269.9315,272.3044,272.5363,272.563,272.7857,274.7424,272.7574,272.5985,273.3002,276.3588,273.2426,274.0963,273.0456,266.1882,271.427,274.5112,274.7238,270.9137,272.2032,269.9691,272.5213,274.7441,272.7333,271.2513,268.0861,271.3814,272.6447,273.9873,269.2607,271.8607,273.7968,272.611,273.1713,275.9731,274.9666,274.8968,272.8724,273.857,270.2478,273.903,273.2206,276.4735,274.0891,271.2124,267.7249,273.5508,272.9106
317.5143,336.662,347.3254,356.5768,365.9441,374.9543,385.0088,397.1391,410.8766,426.1922,440.653,453.8891,465.964,477.3158,487.9799,499.445,511.1911,524.9142,537.9439,549.8787,559.8275,570.0789,582.9119,593.8155,602.2689,606.327,608.4885,609.2278,608.2966,605.8273,600.7964,589.1342,573.846,557.5539,541.9587,526.7767,513.4702,500.2112,486.0566,469.3595,451.1656,433.2815,414.3288,397.0076,379.4211,363.1511,347.9206,334.7407,323.3913,313.0535,304.0658,297.6771,292.7935,289.0683,286.0997,283.8852,282.5036,280.113,277.6281,276.3139,274.8142,272.9557,271.88,271.6057,272.7937,272.7154,273.147,271.7469,271.1914,271.3074,270.0428,269.9439,271.229,272.8727,272.3167,273.2025,270.1227,271.2069,271.2588,272.1625,270.9286,271.9112,273.6073,271.7274,271.4677,272.5667,272.9614,272.5464,272.5612,274.3441,274.2599,272.8371,271.8804,268.7685,267.1489,270.3606,274.3659,274.0885,274.7448,272.3969,271.4202,273.6224,272.653,272.4876,270.3865,268.7528,271.968,272.9706,274.567,271.8465,269.87,271.1667,271.976,272.1866,272.7776,272.7043,272.7125,274.24,272.3071,270.6898,272.1483,274.5731,274.8976,273.416,271.2164,270.4106,270.9279,271.9064
321.2624,335.8921,347.4023,357.9454,368.1237,378.4742,389.4291,401.3708,414.3398,427.772,441.1583,453.9542,466.067,477.6392,489.0117,500.3285,512.0275,523.8379,535.5674,546.5744,556.8821,566.9354,576.7428,585.8812,592.5633,596.6699,598.78,599.2747,597.5647,593.8466,587.5319,578.3886,565.8822,552.0912,538.0513,524.1786,510.4818,496.792,482.3495,466.8192,450.4719,433.6433,416.9645,400.3999,384.4966,369.3238,355.2984,342.6166,331.3376,321.3521,312.906,305.9692,300.3896,295.8448,292.1263,289.1036,286.3937,283.6994,281.2366,279.1108,277.1304,275.3962,274.0827,273.323,272.9985,273.9358,272.5357,273.1701,272.5916,271.5237,270.1236,269.6113,270.8893,271.4709,271.676,273.2304,271.0525,271.7472,272.5963,272.1463,271.6328,273.8215,274.3856,274.9197,272.4671,272.9857,272.8939,271.4868,272.1794,272.2816,271.5956,271.4518,270.3653,270.3701,267.8658,269.3959,272.0678,272.5251,272.8986,274.0104,271.9816,273.8017,271.535,272.1691,270.2567,268.5315,272.8851,272.5861,274.4698,273.3981,271.4987,273.3502,274.1805,274.2111,274.2106,272.2938,272.1607,273.9619,271.7728,272.5541,274.0681,272.7582,273.499,272.9191,271.5425,271.1224,271.8806,270.4805
326.0374,337.4941,348.42,359.407,370.3033,381.3178,392.7001,404.6153,417.0294,429.72,442.3688,454.7401,466.7172,478.3338,489.6831,500.9126,512.0533,523.1015,533.8712,544.1756,553.963,563.173,571.7551,579.3622,585.1464,588.6804,590.5428,590.5712,588.2932,584.1401,577.9701,569.6274,558.8771,546.7717,534.0327,520.969,507.6915,494.0927,479.9651,465.2269,449.9868,434.4687,418.9349,403.6306,388.7533,374.5962,361.3535,349.1991,338.2221,328.4852,320.0326,312.8546,306.82,301.699,297.3361,293.5327,290.082,286.9068,284.037,281.4671,279.1978,277.2944,275.7788,274.3507,272.8202,272.6669,272.2171,272.8516,272.6272,272.0618,270.6617,270.7057,271.251,272.6512,271.1941,273.7541,272.1934,273.9821,274.0716,271.8223,271.9438,272.3262,274.291,273.1994,274.7504,274.7988,275.6704,274.1693,272.6073,272.5615,271.8282,273.6062,272.3401,272.3174,269.347,271.2148,270.3268,273.6397,272.6308,274.044,271.6809,272.302,272.3749,272.5147,271.3868,269.831,270.4148,272.1915,272.6104,272.8521,274.3558,274.7162,274.912,274.5362,272.4743,274.083,272.4167,271.7364,275.0168,274.4169,274.6215,272.4406,272.7251,272.5346,271.7153,272.4769,272.4488,271.0487
328.063,338.4762,349.6631,361.0072,372.3395,383.7451,395.3539,407.2404,419.3802,431.6479,443.8753,455.917,467.6904,479.1708,490.3817,501.3462,512.0682,522.5162,532.6236,542.2888,551.3928,559.8514,567.4922,574.1327,579.2113,582.2499,583.7441,583.2704,580.6757,576.4195,570.4734,562.6323,552.9315,542.0196,530.2703,517.9485,505.1833,491.9781,478.3457,464.3043,449.9336,435.3619,420.8173,406.4507,392.4622,379.0738,366.4589,354.7536,344.0576,334.4383,325.9308,318.502,312.0443,306.4411,301.5235,297.1284,293.1458,289.523,286.2425,283.3228,280.792,278.5647,276.5545,274.7167,273.1023,272.1324,272.5016,273.9017,272.5045,272.1266,271.7283,272.1058,272.2458,273.231,274.6884,272.5972,274.1031,272.3003,274.2261,274.0341,272.0652,271.6727,272.2544,274.582,276.0508,274.7738,275.0836,275.0482,274.4893,272.5649,271.8568,272.213,272.5686,271.3693,271.0648,272.1163,271.5458,271.8357,272.2925,272.7411,272.2232,274.0981,272.5161,273.8887,271.5464,273.0491,273.0497,271.353,272.5399,274.5482,274.8561,274.7195,272.8454,274.5269,272.606,272.5159,271.7624,272.2328,274.2545,273.3642,274.4439,272.3906,272.2826,271.8228,273.1154,273.1904,272.4897,271.2472
323.9933,338.8975,350.9124,362.6342,374.2661,385.903,397.6406,409.5124,421.4973,433.5239,445.4801,457.2778,468.8473,480.1471,491.1551,501.8538,512.2101,522.1872,531.7473,540.8304,549.3196,557.1135,564.0386,569.9441,574.4578,577.1652,578.2955,577.3476,574.584,570.3315,564.5649,557.1006,548.1169,538.0147,527.0222,515.3422,503.0948,490.3924,477.2987,463.8685,450.1813,436.3873,422.6152,409.0088,395.7212,382.9459,370.8267,359.4849,349.0095,339.4591,330.8586,323.1881,316.4014,310.3692,304.9626,300.0866,295.6561,291.6076,287.906,284.5322,281.4116,278.7624,276.5903,274.7927,273.1965,272.8407,272.7771,272.999,273.9034,272.5034,272.1406,273.5059,273.646,273.8672,272.4977,274.3876,272.3615,271.7039,272.4414,272.5671,272.0862,272.1838,272.28,273.0229,274.6493,272.9602,274.6859,274.6649,272.78,272.5104,272.1303,272.3112,271.9546,273.5348,271.1939,273.6642,272.6058,272.8457,274.7891,272.4839,272.7054,273.9459,272.4868,273.9937,272.0675,274.6491,271.7973,274.6602,275.2692,274.6907,272.7768,274.4065,272.8755,274.4645,272.6356,274.118,272.2414,271.955,274.4254,275.8187,273.1544,272.3759,273.3078,271.9077,271.9599,271.7903,271.8395,272.1942
323.0461,339.9813,352.3506,364.3036,376.108,387.8867,399.6949,411.558,423.4557,435.3279,447.1065,458.7228,470.1164,481.2377,492.0455,502.4995,512.552,522.1443,531.2585,539.8185,547.7715,554.9905,561.3616,566.7064,570.8078,573.3371,574.0278,572.7291,569.8712,565.6429,559.9414,552.7712,544.3336,534.8141,524.4039,513.2467,501.5113,489.3088,476.7176,463.8167,450.7078,437.5361,424.3802,411.3727,398.6479,386.3471,374.6173,363.5592,353.2514,343.7451,335.0617,327.1928,320.0913,313.6835,307.8838,302.6102,297.7799,293.3322,289.2075,285.3318,281.6585,278.0477,275.6768,274.335,272.877,273.9555,273.1219,274.3991,273.025,273.8648,272.4679,273.8596,272.9373,272.7463,274.1464,274.3256,272.4939,272.3315,272.3467,272.5801,272.3387,271.9889,272.1616,272.6468,274.5187,272.7558,273.0555,273.1395,272.6039,274.2468,272.336,272.0381,274.0175,272.1342,271.589,272.1469,272.2405,274.2437,272.7736,272.4072,274.4774,275.9096,274.4423,272.8382,273.0544,272.8301,274.0246,272.3644,273.0503,274.3568,272.7048,272.7494,275.4304,274.855,274.4926,272.6017,272.061,272.2976,272.8365,274.5453,275.2078,272.465,272.0642,272.14,271.5868,271.1638,272.5715,273.8197
329.1512,341.9595,354.0964,366.0209,377.8795,389.7235,401.5768,413.4366,425.2774,437.0559,448.7168,460.2021,471.4554,482.4239,493.0577,503.306,513.1128,522.4196,531.16,539.3115,546.7861,553.5181,559.4041,564.3188,568.1004,570.4479,570.896,569.317,566.3998,562.1458,556.491,549.5675,541.4969,532.4064,522.4285,511.7429,500.4685,488.7088,476.5511,464.1079,451.5043,438.8177,426.1437,413.6034,401.3129,389.3861,377.9567,367.1142,356.9292,347.4484,338.6932,330.6585,323.3143,316.6094,310.4804,304.858,299.672,294.8592,290.3354,286.0222,281.8109,277.5499,272.1858,274.2454,272.8709,272.5554,272.9231,274.6133,272.7101,272.5652,272.1204,272.4595,272.5031,272.2687,272.1678,272.344,274.3376,274.3075,272.4028,274.3348,274.4392,274.2324,272.4187,272.4965,272.7904,274.5304,273.3466,275.5534,273.577,272.8698,272.1687,272.1296,274.2184,272.4728,272.4673,274.176,272.6491,272.3772,273.1891,274.5794,274.653,275.6311,275.0902,274.7004,275.0927,272.6143,273.0644,272.1944,272.0403,272.3136,272.2677,272.7724,272.8509,274.5917,274.4424,272.7697,272.5652,274.2878,274.2943,272.4597,272.7441,274.0441,272.644,271.6535,270.7338,271.7352,273.1458,274.567
331.0981,344.3673,355.9322,367.7158,379.5539,391.4221,403.2997,415.1626,426.9779,438.7035,450.2904,461.6859,472.8357,483.6859,494.1824,504.2693,513.8882,522.974,531.4611,539.2856,546.412,552.7515,558.225,562.7398,566.1927,568.4062,568.9767,567.045,563.9897,559.6586,554.0707,547.3259,539.5135,530.7477,521.1624,510.8654,499.961,488.5645,476.7975,464.7613,452.5506,440.2345,427.9306,415.7465,403.7868,392.1512,380.9442,370.2596,360.1594,350.6871,341.8648,333.6928,326.1509,319.2024,312.7968,306.876,301.3825,296.2246,291.3526,286.6725,282.0997,277.4738,272.9561,272.7755,272.8161,274.8909,272.6893,274.4369,272.6074,271.2699,271.7651,272.4113,272.6143,274.234,272.3915,272.362,272.5744,272.7543,274.4001,272.7515,272.7172,272.7008,272.5514,272.458,272.609,272.7923,274.769,276.0979,275.7623,273.0407,272.5702,272.4121,272.694,274.5695,274.6047,272.7847,272.7033,275.1265,274.7149,275.8558,276.3454,276.7998,274.9947,273.1271,272.8294,272.8723,272.3178,272.3341,271.4677,272.4394,271.5889,274.1106,272.669,272.5884,272.5021,272.8605,274.9987,272.871,272.5707,272.3912,272.5066,274.4175,273.6334,272.7137,271.7596,271.2222,272.6229,274.0241
334.524,346.1874,357.598,369.2619,381.082,392.9701,404.8736,416.7509,428.5624,440.2651,451.8121,463.1529,474.2346,485.0025,495.401,505.3721,514.8553,523.7868,532.0998,539.7262,546.5951,552.6702,557.8694,562.1171,565.3445,567.5948,568.0298,565.7094,562.4805,558.0782,552.5631,545.9744,538.3846,529.8864,520.5815,510.5789,499.9931,488.9256,477.4829,465.7547,453.8174,441.7845,429.757,417.8369,406.121,394.7012,383.6579,373.0811,363.0326,353.5525,344.6642,336.3723,328.6632,321.5079,314.8695,308.6936,302.9084,297.4636,292.2839,287.3035,282.4712,277.7679,274.6746,274.5762,272.8632,272.9333,272.7143,272.7777,272.4319,272.5158,272.3133,272.3603,272.5703,272.6364,272.5117,272.7188,273.1236,273.1702,274.7604,274.6212,272.6579,271.6525,272.6205,274.5381,274.443,272.7852,273.1099,274.6407,273.282,274.6677,274.4915,272.6503,272.9125,274.83,274.7014,273.2228,274.5301,272.7957,273.0945,273.5719,273.5026,274.8839,274.7911,273.3009,275.2837,273.0135,272.5443,273.9996,272.2788,272.364,272.4011,272.5395,272.6496,272.6776,274.2352,272.716,273.287,272.5781,272.4999,272.5544,274.3015,272.6835,272.5206,272.1224,272.1784,272.2054,272.2196,273.3591
